Representive Gene model,Sorghum homologs ID,Gene ID.1,Gene ID.2,Gene ID.3,Gene ID.4
Sspon.02G0025940,Sobic.002G008000,Sspon.02G0025940-1A,,,Sspon.02G0025940-2D
Sspon.02G0025950,,Sspon.02G0025950-1A,,,Sspon.02G0025950-2D
Sspon.02G0025960,Sobic.002G008000,Sspon.02G0025960-1A,,,Sspon.02G0025960-2D
Sspon.02G0025970,,Sspon.02G0025970-1A,,,
Sspon.02G0025980,Sobic.002G007600,Sspon.02G0025980-1A,Sspon.02G0025980-2B,,
Sspon.02G0025990,Sobic.002G007500,Sspon.02G0025990-1A,Sspon.02G0025990-2B,,
Sspon.02G0026000,Sobic.002G007300,Sspon.02G0026000-1A,Sspon.02G0026000-2B,Sspon.02G0026000-3C,Sspon.02G0026000-4D
Sspon.02G0026010,Sobic.001G433100,Sspon.02G0026010-1A|Sspon.02G0026010-1T,,Sspon.02G0026010-2C,Sspon.02G0026010-3D
Sspon.02G0026020,Sobic.002G007200,Sspon.02G0026020-1A,Sspon.02G0026020-2B,Sspon.02G0026020-3C,Sspon.02G0026020-4D
Sspon.02G0026030,Sobic.002G007100,Sspon.02G0026030-1A,Sspon.02G0026030-2B|Sspon.02G0026030-1T,Sspon.02G0026030-3C,Sspon.02G0026030-4D
Sspon.02G0026040,Sobic.002G006900,Sspon.02G0026040-1A,Sspon.02G0026040-2B,Sspon.02G0026040-3C,Sspon.02G0026040-4D
Sspon.02G0026050,Sobic.002G006600,Sspon.02G0026050-1A,Sspon.02G0026050-2B,Sspon.02G0026050-3C,Sspon.02G0026050-4D
Sspon.02G0026060,Sobic.002G006500,Sspon.02G0026060-1A,Sspon.02G0026060-2B,Sspon.02G0026060-3C,Sspon.02G0026060-4D
Sspon.02G0026070,Sobic.002G006100,Sspon.02G0026070-1A,Sspon.02G0026070-2B,,Sspon.02G0026070-3D
Sspon.02G0026080,Sobic.002G005800,Sspon.02G0026080-1A,Sspon.02G0026080-2B,Sspon.02G0026080-3C,Sspon.02G0026080-4D
Sspon.02G0026090,Sobic.002G005700,Sspon.02G0026090-1A,Sspon.02G0026090-2B,Sspon.02G0026090-3C,Sspon.02G0026090-4D
Sspon.02G0026100,,Sspon.02G0026100-1A,Sspon.02G0026100-2B,,
Sspon.02G0026110,Sobic.002G005600,Sspon.02G0026110-1A,Sspon.02G0026110-2B,Sspon.02G0026110-3C,Sspon.02G0026110-4D
Sspon.02G0026120,Sobic.002G005500,Sspon.02G0026120-1A,Sspon.02G0026120-2B,Sspon.02G0026120-3C,
Sspon.02G0026130,,Sspon.02G0026130-1A,,,
Sspon.02G0026140,Sobic.002G005300,Sspon.02G0026140-1A,Sspon.02G0026140-2B|Sspon.02G0026140-1T,Sspon.02G0026140-3C|Sspon.02G0026140-2T,
Sspon.02G0026150,Sobic.002G005200,Sspon.02G0026150-1A,Sspon.02G0026150-2B,Sspon.02G0026150-3C,
Sspon.02G0026160,Sobic.002G005000,Sspon.02G0026160-1A,Sspon.02G0026160-2B,Sspon.02G0026160-3C,Sspon.02G0026160-4D
Sspon.02G0026170,Sobic.002G004900,Sspon.02G0026170-1A,Sspon.02G0026170-2B,,
Sspon.02G0026180,Sobic.002G004800,Sspon.02G0026180-1A,Sspon.02G0026180-2B,Sspon.02G0026180-3C,
Sspon.02G0026190,,Sspon.02G0026190-1A,,,
Sspon.02G0026200,Sobic.002G004700,Sspon.02G0026200-1A,Sspon.02G0026200-2B|Sspon.02G0026200-1T,,
Sspon.02G0026210,Sobic.002G004600,Sspon.02G0026210-1A,Sspon.02G0026210-2B,Sspon.02G0026210-3C,
Sspon.02G0026220,Sobic.002G004500,Sspon.02G0026220-1A,Sspon.02G0026220-2B,Sspon.02G0026220-3C,
Sspon.02G0026230,,Sspon.02G0026230-1A,,,
Sspon.02G0026240,Sobic.002G003100,Sspon.02G0026240-1A,,Sspon.02G0026240-2C,
Sspon.02G0026250,Sobic.002G002400,Sspon.02G0026250-1A,Sspon.02G0026250-2B,,
Sspon.02G0026260,Sobic.002G002600,Sspon.02G0026260-1A|Sspon.02G0026260-1P,Sspon.02G0026260-2B,Sspon.02G0026260-3C,
Sspon.02G0026270,Sobic.002G001600,Sspon.02G0026270-1A|Sspon.02G0026270-1P,,,
Sspon.02G0026280,Sobic.002G002200,Sspon.02G0026280-1A|Sspon.02G0026280-1P,,Sspon.02G0026280-2C,
Sspon.02G0026290,Sobic.002G002300,Sspon.02G0026290-1A,Sspon.02G0026290-2B,,
Sspon.02G0026300,Sobic.002G002100,Sspon.02G0026300-1A|Sspon.02G0026300-1P,,,
Sspon.02G0026310,Sobic.002G002100,Sspon.02G0026310-1A,Sspon.02G0026310-2B,,
Sspon.02G0026320,Sobic.002G001400,Sspon.02G0026320-1A|Sspon.02G0026320-1P,,,
Sspon.02G0026330,Sobic.002G001300,Sspon.02G0026330-1A|Sspon.02G0026330-1P,,,
Sspon.02G0026340,,Sspon.02G0026340-1A,,,
Sspon.02G0026350,Sobic.002G000300,Sspon.02G0026350-1A,Sspon.02G0026350-2B,,
Sspon.02G0026360,,Sspon.02G0026360-1A,,,
Sspon.02G0026370,Sobic.002G000800,Sspon.02G0026370-1A|Sspon.02G0026370-1P,,Sspon.02G0026370-2C,
Sspon.02G0026380,Sobic.002G001000,Sspon.02G0026380-1A,Sspon.02G0026380-2B,,
Sspon.02G0026390,,Sspon.02G0026390-1A,,,
Sspon.02G0026400,,Sspon.02G0026400-1A,,,
Sspon.02G0026410,,Sspon.02G0026410-1A,,,
Sspon.02G0026420,Sobic.002G002400,Sspon.02G0026420-1A,,Sspon.02G0026420-2C,
Sspon.02G0026430,,Sspon.02G0026430-1A,,,
Sspon.02G0026440,Sobic.002G002700,Sspon.02G0026440-1A,Sspon.02G0026440-2B|Sspon.02G0026440-1P,,
Sspon.02G0026450,Sobic.002G002800,Sspon.02G0026450-1A,Sspon.02G0026450-2B|Sspon.02G0026450-1T,,
Sspon.02G0026460,Sobic.002G003800,Sspon.02G0026460-1A,Sspon.02G0026460-2B,Sspon.02G0026460-3C,
Sspon.02G0026470,,Sspon.02G0026470-1A,,,
Sspon.02G0026480,Sobic.002G004000,Sspon.02G0026480-1A,Sspon.02G0026480-2B,Sspon.02G0026480-3C,
Sspon.02G0026490,,Sspon.02G0026490-1A,,,
Sspon.02G0026500,,Sspon.02G0026500-1A,,,
Sspon.02G0026510,,Sspon.02G0026510-1A,,,
Sspon.02G0026520,,Sspon.02G0026520-1A,,,
Sspon.02G0026530,Sobic.008G132200,Sspon.02G0026530-1A,Sspon.02G0026530-2B,Sspon.02G0026530-3C,Sspon.02G0026530-4D
Sspon.02G0026540,,Sspon.02G0026540-1A,,,
Sspon.02G0026550,Sobic.006G021500,Sspon.02G0026550-1A,,,Sspon.02G0026550-2D
Sspon.02G0026560,,Sspon.02G0026560-1A,,,
Sspon.02G0026570,,Sspon.02G0026570-1A,,,
Sspon.02G0026580,Sobic.002G320200,Sspon.02G0026580-1A,Sspon.02G0026580-2B,,
Sspon.02G0026590,Sobic.002G320500,Sspon.02G0026590-1A,,Sspon.02G0026590-2C|Sspon.02G0026590-1P,Sspon.02G0026590-3D
Sspon.02G0026600,Sobic.002G041533,Sspon.02G0026600-1A|Sspon.02G0026600-1P,Sspon.02G0026600-2B,Sspon.02G0026600-3C,Sspon.02G0026600-4D|Sspon.02G0026600-2P
Sspon.02G0026610,Sobic.002G042400,Sspon.02G0026610-1A,Sspon.02G0026610-2B,Sspon.02G0026610-3C,
Sspon.02G0026620,Sobic.002G043000,Sspon.02G0026620-1A,Sspon.02G0026620-2B,Sspon.02G0026620-3C,Sspon.02G0026620-4D
Sspon.02G0026630,Sobic.002G043100,Sspon.02G0026630-1A|Sspon.02G0026630-1T,Sspon.02G0026630-2B,Sspon.02G0026630-3C,Sspon.02G0026630-4D
Sspon.02G0026640,Sobic.002G043300,Sspon.02G0026640-1A,Sspon.02G0026640-2B,Sspon.02G0026640-3C,Sspon.02G0026640-4D
Sspon.02G0026650,Sobic.002G043400,Sspon.02G0026650-1A,,Sspon.02G0026650-2C,Sspon.02G0026650-3D
Sspon.02G0026660,Sobic.002G043500,Sspon.02G0026660-1A,Sspon.02G0026660-2B,Sspon.02G0026660-3C,Sspon.02G0026660-4D
Sspon.02G0026670,Sobic.002G043800,Sspon.02G0026670-1A,Sspon.02G0026670-2B,Sspon.02G0026670-3C,Sspon.02G0026670-4D|Sspon.02G0026670-1P
Sspon.02G0026680,Sobic.002G044000,Sspon.02G0026680-1A,Sspon.02G0026680-2B,Sspon.02G0026680-3C,
Sspon.02G0026690,Sobic.002G044200,Sspon.02G0026690-1A,Sspon.02G0026690-2B,,
Sspon.02G0026700,,Sspon.02G0026700-1A,,,
Sspon.02G0026710,,Sspon.02G0026710-1A,,,
Sspon.02G0026720,Sobic.002G056400,Sspon.02G0026720-1A,Sspon.02G0026720-2B,,Sspon.02G0026720-3D
Sspon.02G0026730,Sobic.002G056300,Sspon.02G0026730-1A,Sspon.02G0026730-2B|Sspon.02G0026730-1P,,Sspon.02G0026730-3D
Sspon.02G0026740,Sobic.002G055900,Sspon.02G0026740-1A,,,Sspon.02G0026740-2D
Sspon.02G0026750,Sobic.002G055800,Sspon.02G0026750-1A,,Sspon.02G0026750-2C,
Sspon.02G0026760,Sobic.002G055400,Sspon.02G0026760-1A,,Sspon.02G0026760-2C,Sspon.02G0026760-3D|Sspon.02G0026760-1P
Sspon.02G0026770,Sobic.002G055300,Sspon.02G0026770-1A,Sspon.02G0026770-2B,Sspon.02G0026770-3C,Sspon.02G0026770-4D
Sspon.02G0026780,,Sspon.02G0026780-1A,,,
Sspon.02G0026790,Sobic.002G055600,Sspon.02G0026790-1A,Sspon.02G0026790-2B,Sspon.02G0026790-3C,Sspon.02G0026790-4D|Sspon.02G0026790-1P|Sspon.02G0026790-2P
Sspon.02G0026800,Sobic.002G053100,Sspon.02G0026800-1A,Sspon.02G0026800-2B,,
Sspon.02G0026810,Sobic.002G071400,Sspon.02G0026810-1A,Sspon.02G0026810-2B,,
Sspon.02G0026820,Sobic.002G071500,Sspon.02G0026820-1A,Sspon.02G0026820-2B|Sspon.02G0026820-1P,Sspon.02G0026820-3C,
Sspon.02G0026830,,Sspon.02G0026830-1A,,,
Sspon.02G0026840,,Sspon.02G0026840-1A,,,
Sspon.02G0026850,Sobic.002G099932,Sspon.02G0026850-1A,,,Sspon.02G0026850-2D
Sspon.02G0026860,,Sspon.02G0026860-1A,,,
Sspon.02G0026870,,Sspon.02G0026870-1A,,,
Sspon.02G0026880,,Sspon.02G0026880-1A,,,
Sspon.02G0026890,,Sspon.02G0026890-1A,,,
Sspon.02G0026900,,Sspon.02G0026900-1A,,,
Sspon.02G0026910,Sobic.002G141000,Sspon.02G0026910-1A,Sspon.02G0026910-2B,,
Sspon.02G0026920,Sobic.001G236700,Sspon.02G0026920-1A,,Sspon.02G0026920-2C,
Sspon.02G0026930,,Sspon.02G0026930-1A,,,
Sspon.02G0026940,Sobic.002G099200,Sspon.02G0026940-1A,,Sspon.02G0026940-2C,
Sspon.02G0026950,,Sspon.02G0026950-1A,,,
Sspon.02G0026960,Sobic.002G098600,Sspon.02G0026960-1A,,Sspon.02G0026960-2C,
Sspon.02G0026970,,Sspon.02G0026970-1A,,,
Sspon.02G0026980,Sobic.002G097900,Sspon.02G0026980-1A|Sspon.02G0026980-1T|Sspon.02G0026980-1P,Sspon.02G0026980-2B,,
Sspon.02G0026990,Sobic.002G087200,Sspon.02G0026990-1A,Sspon.02G0026990-2B|Sspon.02G0026990-1P,Sspon.02G0026990-3C,
Sspon.02G0027000,Sobic.001G292100,Sspon.02G0027000-1A,,,Sspon.02G0027000-2D
Sspon.02G0027010,,Sspon.02G0027010-1A,,,
Sspon.02G0027020,Sobic.008G020100,Sspon.02G0027020-1A,Sspon.02G0027020-2B|Sspon.02G0027020-1T,,
Sspon.02G0027030,Sobic.008G088851,Sspon.02G0027030-1A,,,Sspon.02G0027030-2D
Sspon.02G0027040,Sobic.008G093000,Sspon.02G0027040-1A,Sspon.02G0027040-2B,,
Sspon.02G0027050,Sobic.005G081400,Sspon.02G0027050-1A,Sspon.02G0027050-2B|Sspon.02G0027050-1T,,
Sspon.02G0027060,Sobic.008G093200,Sspon.02G0027060-1A,Sspon.02G0027060-2B,Sspon.02G0027060-3C,
Sspon.02G0027070,Sobic.008G088878,Sspon.02G0027070-1A,,Sspon.02G0027070-2C,
Sspon.02G0027080,Sobic.008G094600,Sspon.02G0027080-1A,,Sspon.02G0027080-2C,Sspon.02G0027080-3D
Sspon.02G0027090,Sobic.008G094700,Sspon.02G0027090-1A,Sspon.02G0027090-2B,Sspon.02G0027090-3C,Sspon.02G0027090-4D
Sspon.02G0027100,Sobic.008G095000,Sspon.02G0027100-1A,Sspon.02G0027100-2B,Sspon.02G0027100-3C,Sspon.02G0027100-4D
Sspon.02G0027110,Sobic.008G094800,Sspon.02G0027110-1A,,,Sspon.02G0027110-2D
Sspon.02G0027120,Sobic.008G096000,Sspon.02G0027120-1A,Sspon.02G0027120-2B,Sspon.02G0027120-3C|Sspon.02G0027120-1T,Sspon.02G0027120-4D
Sspon.02G0027130,Sobic.008G096700,Sspon.02G0027130-1A|Sspon.02G0027130-1P,Sspon.02G0027130-2B,Sspon.02G0027130-3C,Sspon.02G0027130-4D
Sspon.02G0027140,Sobic.008G096800,Sspon.02G0027140-1A,Sspon.02G0027140-2B|Sspon.02G0027140-1P,Sspon.02G0027140-3C,Sspon.02G0027140-4D
Sspon.02G0027150,Sobic.008G096200,Sspon.02G0027150-1A,Sspon.02G0027150-2B,Sspon.02G0027150-3C|Sspon.02G0027150-1T,Sspon.02G0027150-4D
Sspon.02G0027160,Sobic.008G097500,Sspon.02G0027160-1A,Sspon.02G0027160-2B,,
Sspon.02G0027170,Sobic.008G097600,Sspon.02G0027170-1A,Sspon.02G0027170-2B,Sspon.02G0027170-3C,Sspon.02G0027170-4D
Sspon.02G0027180,Sobic.008G097700,Sspon.02G0027180-1A,Sspon.02G0027180-2B,Sspon.02G0027180-3C,Sspon.02G0027180-4D
Sspon.02G0027190,,Sspon.02G0027190-1A,,Sspon.02G0027190-2C,
Sspon.02G0027200,,Sspon.02G0027200-1A,,,
Sspon.02G0027210,Sobic.008G098800,Sspon.02G0027210-1A,,Sspon.02G0027210-2C,
Sspon.02G0027220,Sobic.008G098700,Sspon.02G0027220-1A,Sspon.02G0027220-2B,Sspon.02G0027220-3C,Sspon.02G0027220-4D
Sspon.02G0027230,Sobic.008G098900,Sspon.02G0027230-1A,Sspon.02G0027230-2B,,Sspon.02G0027230-3D
Sspon.02G0027240,Sobic.008G099000,Sspon.02G0027240-1A|Sspon.02G0027240-1P,,,Sspon.02G0027240-2D
Sspon.02G0027250,Sobic.008G099800,Sspon.02G0027250-1A,Sspon.02G0027250-2B,Sspon.02G0027250-3C,Sspon.02G0027250-4D
Sspon.02G0027260,Sobic.008G100000,Sspon.02G0027260-1A,Sspon.02G0027260-2B|Sspon.02G0027260-1T,Sspon.02G0027260-3C|Sspon.02G0027260-1P,Sspon.02G0027260-4D
Sspon.02G0027270,Sobic.008G100100,Sspon.02G0027270-1A|Sspon.02G0027270-1P,,Sspon.02G0027270-2C|Sspon.02G0027270-2P,Sspon.02G0027270-3D
Sspon.02G0027280,Sobic.008G100300,Sspon.02G0027280-1A,Sspon.02G0027280-2B,,Sspon.02G0027280-3D
Sspon.02G0027290,Sobic.008G100400,Sspon.02G0027290-1A,,Sspon.02G0027290-2C,Sspon.02G0027290-3D
Sspon.02G0027300,Sobic.008G100600,Sspon.02G0027300-1A,Sspon.02G0027300-2B,Sspon.02G0027300-3C|Sspon.02G0027300-1T,Sspon.02G0027300-4D
Sspon.02G0027310,Sobic.008G100700,Sspon.02G0027310-1A,,Sspon.02G0027310-2C,
Sspon.02G0027320,,Sspon.02G0027320-1A,,,
Sspon.02G0027330,Sobic.008G101200,Sspon.02G0027330-1A,Sspon.02G0027330-2B,,
Sspon.02G0027340,Sobic.008G101600,Sspon.02G0027340-1A,Sspon.02G0027340-2B,Sspon.02G0027340-3C,Sspon.02G0027340-4D
Sspon.02G0027350,Sobic.008G101800,Sspon.02G0027350-1A|Sspon.02G0027350-1P,Sspon.02G0027350-2B,,
Sspon.02G0027360,Sobic.008G101900,Sspon.02G0027360-1A|Sspon.02G0027360-1P,Sspon.02G0027360-2B,Sspon.02G0027360-3C,
Sspon.02G0027370,,Sspon.02G0027370-1A,,,
Sspon.02G0027380,Sobic.003G440300,Sspon.02G0027380-1A,,Sspon.02G0027380-2C,
Sspon.02G0027390,Sobic.003G440400,Sspon.02G0027390-1A,,Sspon.02G0027390-2C,
Sspon.02G0027400,Sobic.003G440500,Sspon.02G0027400-1A,Sspon.02G0027400-2B,Sspon.02G0027400-3C,
Sspon.02G0027410,Sobic.008G102000,Sspon.02G0027410-1A,Sspon.02G0027410-2B,Sspon.02G0027410-3C,
Sspon.02G0027420,Sobic.008G102600,Sspon.02G0027420-1A,Sspon.02G0027420-2B,Sspon.02G0027420-3C,Sspon.02G0027420-4D
Sspon.02G0027430,Sobic.008G102800,Sspon.02G0027430-1A,Sspon.02G0027430-2B,,Sspon.02G0027430-3D
Sspon.02G0027440,Sobic.008G103200,Sspon.02G0027440-1A|Sspon.02G0027440-1T,Sspon.02G0027440-2B,,Sspon.02G0027440-3D|Sspon.02G0027440-2T
Sspon.02G0027450,Sobic.008G103300,Sspon.02G0027450-1A|Sspon.02G0027450-1P,,Sspon.02G0027450-2C,Sspon.02G0027450-3D
Sspon.02G0027460,Sobic.008G103400,Sspon.02G0027460-1A,Sspon.02G0027460-2B,Sspon.02G0027460-3C,Sspon.02G0027460-4D
Sspon.02G0027470,,Sspon.02G0027470-1A,,,
Sspon.02G0027480,Sobic.008G103700,Sspon.02G0027480-1A,,Sspon.02G0027480-2C,
Sspon.02G0027490,Sobic.008G103800,Sspon.02G0027490-1A,,Sspon.02G0027490-2C,Sspon.02G0027490-3D
Sspon.02G0027500,Sobic.008G103900,Sspon.02G0027500-1A,Sspon.02G0027500-2B,Sspon.02G0027500-3C,Sspon.02G0027500-4D
Sspon.02G0027510,Sobic.008G104000,Sspon.02G0027510-1A,,Sspon.02G0027510-2C,
Sspon.02G0027520,Sobic.008G104200,Sspon.02G0027520-1A,Sspon.02G0027520-2B,,Sspon.02G0027520-3D
Sspon.02G0027530,Sobic.008G104300,Sspon.02G0027530-1A,Sspon.02G0027530-2B,,
Sspon.02G0027540,Sobic.008G104400,Sspon.02G0027540-1A|Sspon.02G0027540-1P,Sspon.02G0027540-2B,Sspon.02G0027540-3C,
Sspon.02G0027550,Sobic.008G105500,Sspon.02G0027550-1A|Sspon.02G0027550-1P|Sspon.02G0027550-2P,Sspon.02G0027550-2B|Sspon.02G0027550-3P,Sspon.02G0027550-3C|Sspon.02G0027550-4P,Sspon.02G0027550-4D
Sspon.02G0027560,Sobic.008G106700,Sspon.02G0027560-1A|Sspon.02G0027560-1P,Sspon.02G0027560-2B,Sspon.02G0027560-3C|Sspon.02G0027560-2P,Sspon.02G0027560-4D
Sspon.02G0027570,Sobic.008G106900,Sspon.02G0027570-1A,Sspon.02G0027570-2B,,Sspon.02G0027570-3D
Sspon.02G0027580,Sobic.008G107000,Sspon.02G0027580-1A,Sspon.02G0027580-2B|Sspon.02G0027580-1P,,
Sspon.02G0027590,Sobic.008G107100,Sspon.02G0027590-1A|Sspon.02G0027590-1T,,,Sspon.02G0027590-2D
Sspon.02G0027600,Sobic.008G107200,Sspon.02G0027600-1A,,,Sspon.02G0027600-2D|Sspon.02G0027600-1P|Sspon.02G0027600-2P
Sspon.02G0027610,Sobic.008G107500,Sspon.02G0027610-1A,,,Sspon.02G0027610-2D|Sspon.02G0027610-1T
Sspon.02G0027620,Sobic.008G107600,Sspon.02G0027620-1A,,,Sspon.02G0027620-2D
Sspon.02G0027630,Sobic.008G107800,Sspon.02G0027630-1A,,,Sspon.02G0027630-2D
Sspon.02G0027640,Sobic.008G107900,Sspon.02G0027640-1A,,,Sspon.02G0027640-2D
Sspon.02G0027650,Sobic.008G108000,Sspon.02G0027650-1A,,,Sspon.02G0027650-2D
Sspon.02G0027660,Sobic.008G108200,Sspon.02G0027660-1A,,,Sspon.02G0027660-2D
Sspon.02G0027670,,Sspon.02G0027670-1A,,,Sspon.02G0027670-2D
Sspon.02G0027680,Sobic.008G108400,Sspon.02G0027680-1A|Sspon.02G0027680-1P,,,Sspon.02G0027680-2D
Sspon.02G0027690,Sobic.008G110200,Sspon.02G0027690-1A,Sspon.02G0027690-2B,Sspon.02G0027690-3C,Sspon.02G0027690-4D
Sspon.02G0027700,Sobic.008G110600,Sspon.02G0027700-1A,Sspon.02G0027700-2B,,Sspon.02G0027700-3D
Sspon.02G0027710,,Sspon.02G0027710-1A,,,
Sspon.02G0027720,Sobic.008G111100,Sspon.02G0027720-1A,Sspon.02G0027720-2B,,
Sspon.02G0027730,Sobic.008G111300,Sspon.02G0027730-1A|Sspon.02G0027730-1T,Sspon.02G0027730-2B,Sspon.02G0027730-3C,Sspon.02G0027730-4D
Sspon.02G0027740,Sobic.008G111400,Sspon.02G0027740-1A,Sspon.02G0027740-2B,Sspon.02G0027740-3C,Sspon.02G0027740-4D
Sspon.02G0027750,Sobic.008G111600,Sspon.02G0027750-1A,,Sspon.02G0027750-2C,
Sspon.02G0027760,Sobic.008G111500,Sspon.02G0027760-1A,Sspon.02G0027760-2B,,
Sspon.02G0027770,Sobic.008G111700,Sspon.02G0027770-1A,Sspon.02G0027770-2B,Sspon.02G0027770-3C,Sspon.02G0027770-4D
Sspon.02G0027780,Sobic.008G111800,Sspon.02G0027780-1A,Sspon.02G0027780-2B,Sspon.02G0027780-3C,Sspon.02G0027780-4D
Sspon.02G0027790,Sobic.008G112200,Sspon.02G0027790-1A,Sspon.02G0027790-2B,,Sspon.02G0027790-3D
Sspon.02G0027800,Sobic.008G112300,Sspon.02G0027800-1A,Sspon.02G0027800-2B,,Sspon.02G0027800-3D
Sspon.02G0027810,Sobic.008G112500,Sspon.02G0027810-1A,Sspon.02G0027810-2B,Sspon.02G0027810-3C,Sspon.02G0027810-4D
Sspon.02G0027820,Sobic.008G112550,Sspon.02G0027820-1A,Sspon.02G0027820-2B,,
Sspon.02G0027830,Sobic.008G112800,Sspon.02G0027830-1A,Sspon.02G0027830-2B,Sspon.02G0027830-3C,Sspon.02G0027830-4D
Sspon.02G0027840,Sobic.008G113200,Sspon.02G0027840-1A,,,Sspon.02G0027840-2D
Sspon.02G0027850,,Sspon.02G0027850-1A,,,
Sspon.02G0027860,Sobic.008G113300,Sspon.02G0027860-1A,Sspon.02G0027860-2B,Sspon.02G0027860-3C,Sspon.02G0027860-4D
Sspon.02G0027870,Sobic.008G113400,Sspon.02G0027870-1A,Sspon.02G0027870-2B,Sspon.02G0027870-3C,Sspon.02G0027870-4D
Sspon.02G0027880,,Sspon.02G0027880-1A,,,
Sspon.02G0027890,,Sspon.02G0027890-1A,,,
Sspon.02G0027900,,Sspon.02G0027900-1A,,,Sspon.02G0027900-2D
Sspon.02G0027910,Sobic.008G113500,Sspon.02G0027910-1A,Sspon.02G0027910-2B,Sspon.02G0027910-3C,
Sspon.02G0027920,Sobic.008G113700,Sspon.02G0027920-1A,Sspon.02G0027920-2B|Sspon.02G0027920-1P,Sspon.02G0027920-3C,
Sspon.02G0027930,,Sspon.02G0027930-1A,,,
Sspon.02G0027940,Sobic.008G115000,Sspon.02G0027940-1A,,Sspon.02G0027940-2C|Sspon.02G0027940-1P,
Sspon.02G0027950,Sobic.008G114900,Sspon.02G0027950-1A|Sspon.02G0027950-1T,,Sspon.02G0027950-2C,
Sspon.02G0027960,Sobic.008G115500,Sspon.02G0027960-1A,Sspon.02G0027960-2B,Sspon.02G0027960-3C,
Sspon.02G0027970,,Sspon.02G0027970-1A,,,
Sspon.02G0027980,Sobic.008G114500,Sspon.02G0027980-1A,,,Sspon.02G0027980-2D
Sspon.02G0027990,Sobic.008G115600,Sspon.02G0027990-1A|Sspon.02G0027990-1P,Sspon.02G0027990-2B,Sspon.02G0027990-3C,Sspon.02G0027990-4D
Sspon.02G0028000,Sobic.008G115900,Sspon.02G0028000-1A,Sspon.02G0028000-2B,Sspon.02G0028000-3C,
Sspon.02G0028010,Sobic.008G116000,Sspon.02G0028010-1A,Sspon.02G0028010-2B,Sspon.02G0028010-3C,Sspon.02G0028010-4D
Sspon.02G0028020,Sobic.008G116100,Sspon.02G0028020-1A,,,
Sspon.02G0028030,Sobic.008G116300,Sspon.02G0028030-1A,Sspon.02G0028030-2B,,
Sspon.02G0028040,Sobic.008G116400,Sspon.02G0028040-1A,Sspon.02G0028040-2B,,Sspon.02G0028040-3D
Sspon.02G0028050,Sobic.008G116600,Sspon.02G0028050-1A,Sspon.02G0028050-2B,,Sspon.02G0028050-3D|Sspon.02G0028050-1T
Sspon.02G0028060,Sobic.008G116700,Sspon.02G0028060-1A,Sspon.02G0028060-2B,,Sspon.02G0028060-3D
Sspon.02G0028070,Sobic.008G117100,Sspon.02G0028070-1A,Sspon.02G0028070-2B,Sspon.02G0028070-3C,Sspon.02G0028070-4D|Sspon.02G0028070-1P
Sspon.02G0028080,Sobic.008G117300,Sspon.02G0028080-1A,,Sspon.02G0028080-2C,
Sspon.02G0028090,Sobic.008G117800,Sspon.02G0028090-1A,,Sspon.02G0028090-2C,
Sspon.02G0028100,Sobic.008G118300,Sspon.02G0028100-1A,Sspon.02G0028100-2B,Sspon.02G0028100-3C,Sspon.02G0028100-4D
Sspon.02G0028110,Sobic.008G118200,Sspon.02G0028110-1A,Sspon.02G0028110-2B,Sspon.02G0028110-3C,Sspon.02G0028110-4D
Sspon.02G0028120,Sobic.008G118500,Sspon.02G0028120-1A,Sspon.02G0028120-2B,Sspon.02G0028120-3C,Sspon.02G0028120-4D|Sspon.02G0028120-1P
Sspon.02G0028130,Sobic.008G118600,Sspon.02G0028130-1A,Sspon.02G0028130-2B,Sspon.02G0028130-3C,Sspon.02G0028130-4D
Sspon.02G0028140,,Sspon.02G0028140-1A,,,
Sspon.02G0028150,Sobic.008G118700,Sspon.02G0028150-1A,Sspon.02G0028150-2B,Sspon.02G0028150-3C|Sspon.02G0028150-1T,Sspon.02G0028150-4D
Sspon.02G0028160,Sobic.008G118800,Sspon.02G0028160-1A,Sspon.02G0028160-2B,Sspon.02G0028160-3C,Sspon.02G0028160-4D
Sspon.02G0028170,Sobic.008G119000,Sspon.02G0028170-1A,,,Sspon.02G0028170-2D
Sspon.02G0028180,Sobic.008G119400,Sspon.02G0028180-1A,,Sspon.02G0028180-2C,Sspon.02G0028180-3D
Sspon.02G0028190,Sobic.008G119501,Sspon.02G0028190-1A,Sspon.02G0028190-2B|Sspon.02G0028190-1T,,Sspon.02G0028190-3D
Sspon.02G0028200,Sobic.008G119700,Sspon.02G0028200-1A,Sspon.02G0028200-2B,Sspon.02G0028200-3C,
Sspon.02G0028210,Sobic.008G119900,Sspon.02G0028210-1A,Sspon.02G0028210-2B,Sspon.02G0028210-3C,
Sspon.02G0028220,Sobic.008G122700,Sspon.02G0028220-1A,,Sspon.02G0028220-2C,
Sspon.02G0028230,Sobic.008G123400,Sspon.02G0028230-1A|Sspon.02G0028230-1P,,,Sspon.02G0028230-2D
Sspon.02G0028240,Sobic.008G123500,Sspon.02G0028240-1A,Sspon.02G0028240-2B,,Sspon.02G0028240-3D
Sspon.02G0028250,Sobic.008G123600,Sspon.02G0028250-1A,Sspon.02G0028250-2B,Sspon.02G0028250-3C,Sspon.02G0028250-4D
Sspon.02G0028260,Sobic.008G123700,Sspon.02G0028260-1A,,,Sspon.02G0028260-2D
Sspon.02G0028270,,Sspon.02G0028270-1A,,,
